CALL_APP_DIRECTLY
30.789182
22.119577
21.973617
22.065714
22.317001
22.029118
22.155066
22.029728
21.982084
21.958543
22.019862
21.955198
21.894597
21.890499
21.988758
22.001533
21.905279
22.090907
22.123866
21.73769
22.013304
21.858102
22.909611
22.230203
22.853784
22.03022
21.965799
22.178048
21.836075
21.922874
22.635461
22.306952
22.061938
21.878944
22.056012
21.859957
23.174213
26.223603
22.239943
22.684406
24.647275
24.64135
24.427538
24.57584
24.579841
24.316134
24.571934
24.463946
24.250768
24.47806
